96704_at	1	"(2,1)"	stratifin	[RNAi:dppa4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:mm_343880(100)(100)(0.213795)(100)(100)(100)(100)][RNAi:tcl1(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:tbx3(100)(100)(0.120307)(100)(100)(100)(100)(100)][RNAi:esrrb(100)(100)(0.268208)(100)(100)(100)(100)(100)][RNAi:sox2(100)(100)(0.962227)(100)(100)(100)(100)(100)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(100)(100)(0.339121)(100)(100)(100)(100)(100)]96704_at;	33322_i_at	stratifin
96824_at	1	"(2,1)"	SRY-box containing gene 15	[TF Goterm][RNAi:tbx3(-0.079733)(-0.103278)(-0.610019)(-0.32576)(-0.144308)(-0.037394)(-0.064517)(-0.082093)][RNAi:sox2(-0.184446)(-0.335692)(-0.094648)(100)(-0.317865)(100)(100)(-0.480631)]96824_at;	217040_x_at	SRY (sex determining region Y)-box 15
100426_s_at	1	"(2,1)"	spleen tyrosine kinase	[ES][MAPKKK][vegf][TF:oct4][TF:nanog]100426_s_at;	207540_s_at	spleen tyrosine kinase
101077_at	1	"(2,1)"	"solute carrier family 4 (anion exchanger), member 1"	[TF:sox2][TF:sox2][TF:nanog]101077_at;	205592_at	"Solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)"
104560_at	1	"(2,1)"	"solute carrier family 25, member 28"	[TF:nanog]104560_at;	221432_s_at	"solute carrier family 25, member 28 /// solute carrier family 25, member 28"
99845_at	1	"(2,1)"	"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6"	[TF:suz12][TF:h3k27]99845_at;	206882_at	"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6"
94331_at	1	"(2,1)"	signal transducer and activator of transcription 6	[TF Goterm][TF:h3k27]94331_at;	201331_s_at	"signal transducer and activator of transcription 6, interleukin-4 induced"
92199_at	1	"(2,1)"	signal transducer and activator of transcription 5B	[TF Goterm][TF:h3k27][RNAi:esrrb(100)(-0.056381)(100)(100)(100)(-0.266009)(100)(-0.000495)]92199_at;	212549_at	signal transducer and activator of transcription 5B
100423_f_at	1	"(2,1)"	signal transducer and activator of transcription 5A	[TF Goterm][TF:h3k27]100423_f_at;	203010_at	signal transducer and activator of transcription 5A
102994_at	1	"(2,1)"	signal transducer and activator of transcription 4	[TF Goterm][TF:nanog]102994_at;	206118_at	signal transducer and activator of transcription 4
102641_at	1	"(2,1)"	SFFV proviral integration 1	[TF Goterm]102641_at;	205312_at	spleen focus forming virus (SFFV) proviral integration oncogene spi1
98624_at	1	"(2,1)"	RNA binding motif protein 38	[TF:h3k27]98624_at;	212430_at	"RNA-binding region (RNP1, RRM) containing 1 /// RNA-binding region (RNP1, RRM) containing 1"
102784_at	1	"(2,1)"	RIKEN cDNA 4632413K17 gene	[TF:nanog]102784_at;	200714_x_at	amplified in osteosarcoma
104334_at	1	"(2,1)"	RIKEN cDNA 2310004I24 gene	[RNAi:nanog(0.007335)(-0.094023)(0.009369)(-0.133997)(-0.061996)(100)(-0.444778)(-0.425061)]104334_at;	220606_s_at	chromosome 17 open reading frame 48
98519_r_at	1	"(2,1)"	RIKEN cDNA 2300002G24 gene	[RNAi:esrrb(100)(0.260573)(0.34928)(0.46112)(100)(-0.052382)(100)(-0.079339)]98519_r_at;	220620_at	chromosome 1 open reading frame 42
160359_at	1	"(2,1)"	RIKEN cDNA 1190002H23 gene	[TF:h3k27][TF:sox2][TF:nanog][TF:nanog][RNAi:sox2(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(100)(100)(100)(100)(100)(100)(100)(100)]160359_at;	218723_s_at	response gene to complement 32
96709_at	1	"(2,1)"	RIKEN cDNA 1110008P14 gene	[TF:h3k27]96709_at;	204480_s_at	chromosome 9 open reading frame 16
98033_at	1	"(2,1)"	RIKEN cDNA 1100001H23 gene	[TF:suz12][TF:h3k27][TF:sox2][RNAi:sox2(-0.007212)(-0.072294)(0.226525)(0.321562)(0.403642)(0.328109)(0.303757)(0.243264)][RNAi:nanog(-0.06488)(0.002819)(0.111057)(0.153055)(0.260327)(0.98785)(0.574142)(0.460883)]98033_at;	218454_at	hypothetical protein FLJ22662
97405_at	1	"(2,1)"	ribosomal protein S6 kinase polypeptide 1	[TF:nanog]97405_at;	203379_at	"ribosomal protein S6 kinase, 90kDa, polypeptide 1"
102419_at	1	"(2,1)"	"retinoic acid receptor, gamma"	[TF Goterm][ligand nuclear][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)]102419_at;	204189_at	"retinoic acid receptor, gamma"
102219_at	1	"(2,1)"	"regulatory factor X, 2 (influences HLA class II expression)"	[TF:h3k27]102219_at;	208031_s_at	"regulatory factor X, 2 (influences HLA class II expression)"
160965_at	1	"(2,1)"	RAS p21 protein activator 4	[TF:h3k27]160965_at;	212706_at	RAS p21 protein activator 4 /// hypothetical protein FLJ21767
95547_at	1	"(2,1)"	"ras homolog gene family, member D"	[TF:suz12][TF:h3k27]95547_at;	31846_at	"ras homolog gene family, member D"
104020_at	1	"(2,1)"	"RAP2B, member of RAS oncogene family"	[TF:rnf2]104020_at;	213923_at	"RAP2B, member of RAS oncogene family"
104533_at	1	"(2,1)"	proviral integration site 1	[ES][TF:nanog]104533_at;	209193_at	pim-1 oncogene /// pim-1 oncogene
93085_at	1	"(2,1)"	"proteosome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"	[TF:h3k27]93085_at;	204279_at	"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)"
102791_at	1	"(2,1)"	"proteosome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)"	[TF:phc1][TF:h3k27][RNAi:tbx3(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:esrrb(100)(100)(100)(100)(100)(100)(100)(100)]102791_at;	209040_s_at	"proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)"
101486_at	1	"(2,1)"	"proteasome (prosome, macropain) subunit, beta type 10"	[RNAi:tbx3(100)(0.251195)(0.341527)(0.378323)(0.300707)(0.258512)(0.2581)(0.080354)][RNAi:sox2(100)(0.37668)(0.370903)(0.243321)(0.124225)(0.088392)(-0.100057)(0.242945)]101486_at;	202659_at	"proteasome (prosome, macropain) subunit, beta type, 10"
98856_at	1	"(2,1)"	prostaglandin D receptor	[TF:nanog]98856_at;	215894_at	prostaglandin D2 receptor (DP)
99015_at	1	"(2,1)"	promyelocytic leukemia	[TF Goterm][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.103188)(-0.24503)(-0.258738)(-0.167719)(-0.210981)(100)(-0.654695)(-0.534741)]99015_at;	211012_s_at	promyelocytic leukemia /// hypothetical protein LOC161527 /// similar to promyelocytic leukemia protein isoform 9
99433_at	1	"(2,1)"	proline-serine-threonine phosphatase-interacting protein 2	[TF:h3k27]99433_at;	219938_s_at	proline-serine-threonine phosphatase interacting protein 2
103946_at	1	"(2,1)"	proline-serine-threonine phosphatase-interacting protein 1	[RNAi:sox2(100)(100)(100)(100)(100)(100)(100)(100)]103946_at;	211178_s_at	proline-serine-threonine phosphatase interacting protein 1
92393_at	1	"(2,1)"	"potassium voltage-gated channel, shaker-related subfamily, member 3"	[TF:suz12][TF:eed][TF:rnf2][TF:h3k27]92393_at;	207237_at	"potassium voltage-gated channel, shaker-related subfamily, member 3"
95325_at	1	"(2,1)"	"pleckstrin homology, Sec7 and coiled-coil domains 1"	[TF:h3k27][TF:nanog]95325_at;	202880_s_at	"pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)"
102663_at	1	"(2,1)"	"plasminogen activator, urokinase receptor"	[RNAi:tcl1(0.000392)(0.157855)(0.287244)(0.385272)(0.246761)(0.361009)(0.274299)(0.136975)][RNAi:sox2(0.032788)(0.396963)(0.532835)(0.705762)(0.463965)(0.572671)(0.271378)(0.327102)]102663_at;	210845_s_at	"plasminogen activator, urokinase receptor"
103503_at	1	"(2,1)"	"phospholipase C, gamma 2"	[TF:h3k27]103503_at;	204613_at	"phospholipase C, gamma 2 (phosphatidylinositol-specific)"
99623_s_at	1	"(2,1)"	olfactomedin 1	[TF:h3k27]99623_s_at;	213131_at	olfactomedin 1
98507_at	1	"(2,1)"	"nuclear receptor subfamily 1, group D, member 1"	[TF Goterm][ligand nuclear]98507_at;	31637_s_at	"thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian) /// nuclear receptor subfamily 1, group D, member 1"
103229_at	1	"(2,1)"	nuclear receptor coactivator 1	[TF Goterm][Notch kegg][Jak_stat][TGF kegg][Wnt kegg][TF:sox2][RNAi:nanog(-0.078779)(0.294634)(0.20007)(100)(0.258902)(100)(0.182447)(0.019247)]103229_at;	209107_x_at	nuclear receptor coactivator 1
101805_f_at	1	"(2,1)"	"nuclear factor, interleukin 3, regulated"	[TF Goterm][TF:suz12][TF:phc1][TF:rnf2][TF:h3k27]101805_f_at;	203574_at	"nuclear factor, interleukin 3 regulated"
103614_at	1	"(2,1)"	"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100"	[TF Goterm][TF:oct4]103614_at;	207535_s_at	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)
99982_at	1	"(2,1)"	"nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, beta"	[TF:phc1]99982_at;	214448_x_at	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"
98857_at	1	"(2,1)"	neurogenic differentiation 6	[TF:nanog]98857_at;	220045_at	neurogenic differentiation 6
103906_f_at	1	"(2,1)"	"neural precursor cell expressed, developmentally down-regulated gene 4-like"	[TF:nanog]103906_f_at;	212445_s_at	"neural precursor cell expressed, developmentally down-regulated 4-like"
93417_at	1	"(2,1)"	myocyte enhancer factor 2B	[TF Goterm]93417_at;	209926_at	"MADS box transcription enhancer factor 2, polypeptide B (myocyte enhancer factor 2B)"
92644_s_at	1	"(2,1)"	myeloblastosis oncogene	[ES][TF Goterm][TF:rnf2][TF:h3k27][TF:oct4][TF:sox2][TF:nanog]92644_s_at;	204798_at	v-myb myeloblastosis viral oncogene homolog (avian)
102918_at	1	"(2,1)"	"mucin 1, transmembrane"	[TF:sox2]102918_at;	207847_s_at	"mucin 1, cell surface associated"
97511_at	1	"(2,1)"	monoglyceride lipase	[RNAi:sox2(100)(-0.081513)(100)(0.493592)(0.131466)(0.375726)(0.433368)(0.497407)][RNAi:oct4(0.281619)(0.17623)(100)(0.52636)(0.237595)(0.412809)(0.55192)(0.650889)][RNAi:nanog(0.027217)(0.108221)(100)(0.337793)(0.013701)(-0.068176)(0.567045)(0.500019)]97511_at;	211026_s_at	monoglyceride lipase /// monoglyceride lipase
160880_at	1	"(2,1)"	mitogen-activated protein kinase 8 interacting protein 3	[MAPKKK]160880_at;	216139_s_at	mitogen-activated protein kinase 8 interacting protein 3
101834_at	1	"(2,1)"	mitogen activated protein kinase 3	[MAPK geneMAPP][TGF GenMAPP]101834_at;	212046_x_at	mitogen-activated protein kinase 3
160763_at	1	"(2,1)"	mitogen activated protein kinase 13	[TF:h3k27][TF:nanog]160763_at;	210058_at	mitogen-activated protein kinase 13
104428_s_at	1	"(2,1)"	megakaryocyte-associated tyrosine kinase	[vegf]104428_s_at;	206267_s_at	megakaryocyte-associated tyrosine kinase
103237_at	1	"(2,1)"	Max dimerization protein 3	[TF Goterm]103237_at;	221250_s_at	MAX dimerization protein 3 /// MAX dimerization protein 3
100508_at	1	"(2,1)"	manic fringe homolog (Drosophila)	[Notch kegg][RNAi:sox2(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:oct4(100)(100)(0.309001)(0.365208)(0.174185)(0.3236)(0.381243)(0.269525)][RNAi:nanog(100)(100)(-0.130289)(100)(100)(0.275603)(100)(100)]100508_at;	204153_s_at	manic fringe homolog (Drosophila)
103793_at	1	"(2,1)"	major vault protein	[RNAi:sox2(0.054414)(0.184236)(0.243025)(0.390484)(0.3342)(0.480454)(0.353494)(0.39684)][RNAi:nanog(0.073743)(0.142336)(0.268967)(0.366549)(0.184163)(100)(0.627809)(0.476187)]103793_at;	202180_s_at	major vault protein
94736_at	1	"(2,1)"	lysosomal trafficking regulator	[TF:nanog]94736_at;	210943_s_at	lysosomal trafficking regulator
97980_at	1	"(2,1)"	lymphotoxin B receptor	[TF:h3k27][RNAi:sox2(-0.093833)(0.270526)(0.128811)(0.488612)(0.326307)(0.307315)(0.128024)(0.131449)]97980_at;	203005_at	"lymphotoxin beta receptor (TNFR superfamily, member 3)"
102940_at	1	"(2,1)"	lymphotoxin B	[TF:h3k27][TF:nanog][RNAi:esrrb(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:sox2(100)(100)(100)(100)(100)(100)(100)(100)]102940_at;	207339_s_at	"lymphotoxin beta (TNF superfamily, member 3)"
103629_g_at	1	"(2,1)"	lymphoid enhancer binding factor 1	[TF Goterm][wnt receptor][TGF GenMAPP][TF:suz12][TF:eed][TF:phc1][TF:rnf2][TF:h3k27][TF:sox2][TF:nanog]103629_g_at;	221558_s_at	lymphoid enhancer-binding factor 1
98392_at	1	"(2,1)"	lymphocyte-activation gene 3	[cell surface]98392_at;	206486_at	lymphocyte-activation gene 3
102809_s_at	1	"(2,1)"	lymphocyte protein tyrosine kinase	[RNAi:sox2(-0.183581)(-0.25605)(-0.181811)(-0.323858)(-0.313237)(-0.364174)(-0.360486)(-0.271782)]102809_s_at;	204891_s_at	lymphocyte-specific protein tyrosine kinase
95739_at	1	"(2,1)"	LIM domain containing 2	[TF:h3k27]95739_at;	218600_at	LIM domain containing 2
103335_at	1	"(2,1)"	"lectin, galactose binding, soluble 9"	[RNAi:sox2(0.426601)(0.279708)(0.301332)(0.497297)(0.628271)(0.510309)(0.668346)(0.605381)][RNAi:oct4(0.337521)(0.437387)(0.480695)(0.562375)(0.558325)(0.487399)(0.757939)(0.637535)][RNAi:nanog(-0.136241)(-0.120534)(-0.005162)(0.130378)(0.419843)(0.389505)(1.367007)(1.133667)]103335_at;	203236_s_at	"lectin, galactoside-binding, soluble, 9 (galectin 9)"
95706_at	1	"(2,1)"	"lectin, galactose binding, soluble 3"	[TF:h3k27][RNAi:mm_343880(-0.133521)(-0.337485)(-0.474208)(-0.415498)(-0.285712)(-0.140522)(-0.086667)][RNAi:tcl1(-0.057053)(-0.404413)(-0.545247)(-0.53508)(-0.329248)(-0.064583)(-0.125923)(-0.198508)][RNAi:tbx3(0.043834)(-0.23705)(-0.406103)(-0.577119)(-0.248721)(-0.158097)(-0.106764)(-0.067247)][RNAi:esrrb(0.063266)(-0.418675)(-0.574493)(-0.610502)(-0.178447)(-0.044465)(0.033199)(0.141066)][RNAi:sox2(-0.509456)(-0.307342)(0.060235)(0.475499)(0.676582)(0.692934)(0.498412)(0.520794)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.229293)(-0.348623)(-0.271549)(0.090671)(0.495732)(100)(0.927403)(0.864314)]95706_at;	208949_s_at	"lectin, galactoside-binding, soluble, 3 (galectin 3) /// galectin-3 internal gene"
97937_at	1	"(2,1)"	Kruppel-like factor 5	[ES][TF Goterm][TF:sox2][TF:nanog][TF:nanog][TF:nanog][TF:nanog]97937_at;	209212_s_at	Kruppel-like factor 5 (intestinal)
160617_at	1	"(2,1)"	Kruppel-like factor 13	[TF:oct4][TF:sox2]160617_at;	219878_s_at	Kruppel-like factor 13
99327_at	1	"(2,1)"	kallikrein 8	[RNAi:tcl1(-0.086691)(-0.173423)(-0.261028)(-0.327941)(-0.448931)(-0.387658)(-0.475624)(-0.256167)][RNAi:sox2(0.00382)(-0.087774)(-0.085687)(-0.029878)(-0.377801)(-0.217276)(-0.513815)(-0.314196)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.092386)(0.00737)(-0.181538)(-0.066536)(-0.42246)(-1.116891)(-0.486568)(-0.314154)]99327_at;	206125_s_at	kallikrein 8 (neuropsin/ovasin)
102362_i_at	1	"(2,1)"	Jun-B oncogene	[TF Goterm]102362_i_at;	201473_at	jun B proto-oncogene
102364_at	1	"(2,1)"	Jun proto-oncogene related gene d1	[TF Goterm]102364_at;	203752_s_at	jun D proto-oncogene
104300_at	1	"(2,1)"	IQ motif containing GTPase activating protein 1	[TF:nanog]104300_at;	200791_s_at	IQ motif containing GTPase activating protein 1
104268_at	1	"(2,1)"	"interleukin 6 receptor, alpha"	[TF:suz12][TF:h3k27]104268_at;	205945_at	interleukin 6 receptor /// interleukin 6 receptor
102021_at	1	"(2,1)"	"interleukin 4 receptor, alpha"	[TF:h3k27]102021_at;	203233_at	interleukin 4 receptor
96807_at	1	"(2,1)"	"interleukin 2 receptor, gamma chain"	[cell surface][RNAi:nanog(-0.120169)(0.118631)(0.072003)(-0.041131)(100)(100)(0.685213)(0.261536)]96807_at;	204116_at	"interleukin 2 receptor, gamma (severe combined immunodeficiency)"
102401_at	1	"(2,1)"	interferon regulatory factor 1	[TF Goterm][TF:nanog][RNAi:esrrb(0.242193)(0.111773)(0.335358)(0.414639)(0.330827)(0.164616)(0.183534)(0.177808)]102401_at;	202531_at	interferon regulatory factor 1
162193_f_at	1	"(2,1)"	integrin beta 7	[ES][TF:oct4]162193_f_at;	205718_at	"integrin, beta 7"
98828_at	1	"(2,1)"	integrin alpha M	[cell surface]98828_at;	205786_s_at	"integrin, alpha M (complement component 3 receptor 3 subunit) /// integrin, alpha M (complement component 3 receptor 3 subunit)"
95292_at	1	"(2,1)"	integrin alpha 4	[TF:h3k27]95292_at;	213416_at	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
94195_r_at	1	"(2,1)"	"hyperpolarization-activated, cyclic nucleotide-gated K+ 2"	[TF:h3k27]94195_r_at;	207592_s_at	hyperpolarization activated cyclic nucleotide-gated potassium channel 2
93231_at	1	"(2,1)"	hypermethylated in cancer 1	[TF:suz12][TF:eed][TF:phc1][TF:h3k27]93231_at;	208461_at	hypermethylated in cancer 1
97747_r_at	1	"(2,1)"	homeo box A4	[TF Goterm][TF:suz12][TF:eed][TF:phc1][TF:rnf2][TF:h3k27]97747_r_at;	206289_at	homeobox A4
93067_f_at	1	"(2,1)"	"histone 2, H3c1"	[ES][TF:suz12][TF:eed][TF:eed][TF:eed][TF:rnf2][TF:rnf2][TF:rnf2][TF:nanog][TF:nanog][TF:nanog][TF:nanog][TF:nanog][TF:nanog]93067_f_at;	214644_at	"histone 1, H2ak"
162169_r_at	1	"(2,1)"	"Histone 1, H2bp"	[TF:rnf2]162169_r_at;	214455_at	"histone 1, H2bc"
94718_at	1	"(2,1)"	"histone 1, H1e"	[TF:rnf2]94718_at;	208553_at	"histone 1, H1e"
100511_at	1	"(2,1)"	histocompatibility (minor) HA-1	[RNAi:sox2(-0.149454)(100)(100)(100)(100)(100)(-0.474519)(-0.603885)]100511_at;	212873_at	histocompatibility (minor) HA-1
101724_at	1	"(2,1)"	hairy and enhancer of split 2 (Drosophila)	[TF:suz12][TF:h3k27]101724_at;	214521_at	hairy and enhancer of split 2 (Drosophila)
99875_at	1	"(2,1)"	hairless	[TF Goterm][TF:suz12][TF:eed][TF:rnf2][TF:h3k27]99875_at;	220163_s_at	hairless homolog (mouse)
104487_at	1	"(2,1)"	"H2A histone family, member J"	[TF:rnf2]104487_at;	220936_s_at	"H2A histone family, member J"
102657_at	1	"(2,1)"	H2.0-like homeo box 1 (Drosophila)	[TF Goterm][TF:suz12][TF:eed][TF:phc1][TF:rnf2][TF:h3k27]102657_at;	214438_at	H2.0-like homeobox 1 (Drosophila)
102313_at	1	"(2,1)"	GTP cyclohydrolase 1	[TF:h3k27]102313_at;	204224_s_at	GTP cyclohydrolase 1 (dopa-responsive dystonia)
98276_at	1	"(2,1)"	growth factor receptor bound protein 2-associated protein 2	[TF:suz12][TF:phc1][TF:rnf2][TF:h3k27]98276_at;	203853_s_at	GRB2-associated binding protein 2
102779_at	1	"(2,1)"	growth arrest and DNA-damage-inducible 45 beta	[MAPKKK][TF:h3k27]102779_at;	209304_x_at	"growth arrest and DNA-damage-inducible, beta"
102633_at	1	"(2,1)"	GRB2-related adaptor protein 2	[TF:rnf2][TF:h3k27][TF:oct4][TF:nanog]102633_at;	208406_s_at	GRB2-related adaptor protein 2
96670_at	1	"(2,1)"	glutathione S-transferase kappa 1	[RNAi:oct4(0.467405)(100)(0.615611)(0.667947)(0.56323)(100)(0.356994)(0.609438)]96670_at;	217751_at	glutathione S-transferase kappa 1
